Order_ID,Order_Date,Order_Time,Product,Category,Quantity,Unit_Price,Total_Amount,Payment_Method,Location,Hour,Day,Month,Weekday,Day_Name,Month_Name,Is_Weekend,Peak_Hour
ORD000068,2024-01-01,14:46,Cake,Food,1,55,55,Card,Chennai,14,1,1,Monday,Monday,January,False,False
ORD000069,2024-01-01,14:47,Espresso,Coffee,1,35,35,UPI,Coimbatore,14,1,1,Monday,Monday,January,False,False
ORD000070,2024-01-01,14:53,Cappuccino,Coffee,2,60,120,Cash,Chennai,14,1,1,Monday,Monday,January,False,False
ORD000071,2024-01-01,14:53,Tea,Tea,1,16,16,UPI,Madurai,14,1,1,Monday,Monday,January,False,False
ORD000072,2024-01-01,14:56,Tea,Tea,2,15,30,Card,Tanjore,14,1,1,Monday,Monday,January,False,False
ORD000073,2024-01-01,15:03,Espresso,Coffee,1,20,20,Cash,Tanjore,15,1,1,Monday,Monday,January,False,False
ORD000074,2024-01-01,15:03,Sandwich,Food,2,45,90,UPI,Madurai,15,1,1,Monday,Monday,January,False,False
ORD000075,2024-01-01,15:04,Sandwich,Food,1,40,40,Cash,Tanjore,15,1,1,Monday,Monday,January,False,False
ORD000076,2024-01-01,15:07,Latte,Coffee,4,45,180,Cash,Tanjore,15,1,1,Monday,Monday,January,False,False
ORD000077,2024-01-01,15:08,Mocha,Coffee,3,80,240,Card,Chennai,15,1,1,Monday,Monday,January,False,False
ORD000078,2024-01-01,15:11,Mocha,Coffee,3,80,240,Card,Chennai,15,1,1,Monday,Monday,January,False,False
ORD000079,2024-01-01,15:13,Americano,Coffee,4,35,140,Cash,Tanjore,15,1,1,Monday,Monday,January,False,False
ORD000080,2024-01-01,15:17,Espresso,Coffee,4,20,80,Card,Tanjore,15,1,1,Monday,Monday,January,False,False
ORD000081,2024-01-01,15:19,Cake,Food,3,55,165,Card,Chennai,15,1,1,Monday,Monday,January,False,False
ORD000082,2024-01-01,15:20,Cold Coffee,Cold Drinks,4,75,300,Card,Chennai,15,1,1,Monday,Monday,January,False,False
ORD000083,2024-01-01,15:27,Cake,Food,4,38,152,UPI,Tanjore,15,1,1,Monday,Monday,January,False,False
ORD000084,2024-01-01,15:29,Sandwich,Food,1,60,60,Card,Chennai,15,1,1,Monday,Monday,January,False,False
ORD000085,2024-01-01,15:48,Cold Coffee,Cold Drinks,4,50,200,Card,Tanjore,15,1,1,Monday,Monday,January,False,False
ORD000086,2024-01-01,15:51,Cake,Food,4,50,200,Card,Coimbatore,15,1,1,Monday,Monday,January,False,False
ORD000087,2024-01-01,15:51,Mocha,Coffee,1,80,80,Cash,Chennai,15,1,1,Monday,Monday,January,False,False
ORD000088,2024-01-01,15:51,Mocha,Coffee,2,75,150,UPI,Coimbatore,15,1,1,Monday,Monday,January,False,False
ORD000089,2024-01-01,15:53,Mocha,Coffee,4,75,300,Cash,Coimbatore,15,1,1,Monday,Monday,January,False,False
ORD000090,2024-01-01,15:54,Latte,Coffee,3,45,135,Cash,Tanjore,15,1,1,Monday,Monday,January,False,False
ORD000091,2024-01-01,15:58,Mocha,Coffee,2,80,160,Cash,Chennai,15,1,1,Monday,Monday,January,False,False
ORD000092,2024-01-01,15:59,Tea,Tea,2,15,30,UPI,Tanjore,15,1,1,Monday,Monday,January,False,False
ORD000093,2024-01-01,15:59,Cake,Food,4,38,152,Card,Tanjore,15,1,1,Monday,Monday,January,False,False
ORD000094,2024-01-01,16:00,Sandwich,Food,4,55,220,UPI,Coimbatore,16,1,1,Monday,Monday,January,False,True
ORD000095,2024-01-01,16:03,Tea,Tea,4,18,72,Cash,Coimbatore,16,1,1,Monday,Monday,January,False,True
ORD000096,2024-01-01,16:04,Cappuccino,Coffee,2,45,90,UPI,Madurai,16,1,1,Monday,Monday,January,False,True
ORD000097,2024-01-01,16:04,Cold Coffee,Cold Drinks,1,75,75,UPI,Chennai,16,1,1,Monday,Monday,January,False,True
ORD000098,2024-01-01,16:08,Cold Coffee,Cold Drinks,2,50,100,Cash,Tanjore,16,1,1,Monday,Monday,January,False,True
ORD000099,2024-01-01,16:09,Sandwich,Food,4,40,160,Card,Tanjore,16,1,1,Monday,Monday,January,False,True
ORD000100,2024-01-01,16:10,Tea,Tea,4,16,64,Card,Madurai,16,1,1,Monday,Monday,January,False,True
ORD000101,2024-01-01,16:11,Espresso,Coffee,4,40,160,Cash,Chennai,16,1,1,Monday,Monday,January,False,True
ORD000102,2024-01-01,16:13,Latte,Coffee,3,70,210,UPI,Chennai,16,1,1,Monday,Monday,January,False,True
ORD000103,2024-01-01,16:18,Cake,Food,1,42,42,UPI,Madurai,16,1,1,Monday,Monday,January,False,True
ORD000104,2024-01-01,16:19,Latte,Coffee,2,70,140,UPI,Chennai,16,1,1,Monday,Monday,January,False,True
ORD000105,2024-01-01,16:21,Cake,Food,3,50,150,Card,Coimbatore,16,1,1,Monday,Monday,January,False,True
ORD000106,2024-01-01,16:22,Cold Coffee,Cold Drinks,2,55,110,Cash,Madurai,16,1,1,Monday,Monday,January,False,True
ORD000107,2024-01-01,16:24,Mocha,Coffee,2,60,120,UPI,Madurai,16,1,1,Monday,Monday,January,False,True
ORD000108,2024-01-01,16:29,Sandwich,Food,2,45,90,Card,Madurai,16,1,1,Monday,Monday,January,False,True
ORD000109,2024-01-01,16:30,Americano,Coffee,4,35,140,Card,Tanjore,16,1,1,Monday,Monday,January,False,True
ORD000110,2024-01-01,16:32,Cappuccino,Coffee,3,45,135,Card,Madurai,16,1,1,Monday,Monday,January,False,True
ORD000111,2024-01-01,16:36,Mocha,Coffee,1,75,75,Cash,Coimbatore,16,1,1,Monday,Monday,January,False,True
ORD000112,2024-01-01,16:45,Mocha,Coffee,1,75,75,Card,Coimbatore,16,1,1,Monday,Monday,January,False,True
ORD000113,2024-01-01,16:46,Latte,Coffee,2,65,130,UPI,Coimbatore,16,1,1,Monday,Monday,January,False,True
ORD000114,2024-01-01,16:46,Sandwich,Food,2,60,120,Cash,Chennai,16,1,1,Monday,Monday,January,False,True
ORD000115,2024-01-01,16:46,Mocha,Coffee,4,60,240,Cash,Madurai,16,1,1,Monday,Monday,January,False,True
ORD000116,2024-01-01,16:50,Latte,Coffee,4,65,260,Card,Coimbatore,16,1,1,Monday,Monday,January,False,True
ORD000117,2024-01-01,16:51,Sandwich,Food,2,60,120,Card,Chennai,16,1,1,Monday,Monday,January,False,True
ORD000118,2024-01-01,16:54,Cold Coffee,Cold Drinks,3,70,210,Card,Coimbatore,16,1,1,Monday,Monday,January,False,True
ORD000119,2024-01-01,16:56,Americano,Coffee,3,50,150,Card,Chennai,16,1,1,Monday,Monday,January,False,True
ORD000120,2024-01-01,17:08,Mocha,Coffee,3,80,240,Cash,Chennai,17,1,1,Monday,Monday,January,False,True
ORD000121,2024-01-01,17:08,Cappuccino,Coffee,1,60,60,UPI,Chennai,17,1,1,Monday,Monday,January,False,True
ORD000122,2024-01-01,17:12,Tea,Tea,2,18,36,Card,Coimbatore,17,1,1,Monday,Monday,January,False,True
ORD000123,2024-01-01,17:15,Cold Coffee,Cold Drinks,3,75,225,UPI,Chennai,17,1,1,Monday,Monday,January,False,True
ORD000124,2024-01-01,17:19,Mocha,Coffee,1,80,80,Card,Chennai,17,1,1,Monday,Monday,January,False,True
ORD000125,2024-01-01,17:20,Latte,Coffee,1,70,70,Cash,Chennai,17,1,1,Monday,Monday,January,False,True
ORD000126,2024-01-01,17:22,Mocha,Coffee,4,60,240,UPI,Madurai,17,1,1,Monday,Monday,January,False,True
ORD000127,2024-01-01,17:25,Mocha,Coffee,2,60,120,UPI,Madurai,17,1,1,Monday,Monday,January,False,True
ORD000128,2024-01-01,17:34,Americano,Coffee,1,45,45,Cash,Coimbatore,17,1,1,Monday,Monday,January,False,True
ORD000129,2024-01-01,17:37,Espresso,Coffee,2,20,40,Card,Tanjore,17,1,1,Monday,Monday,January,False,True
ORD000130,2024-01-01,17:37,Cappuccino,Coffee,1,55,55,UPI,Coimbatore,17,1,1,Monday,Monday,January,False,True
ORD000131,2024-01-01,17:39,Latte,Coffee,2,65,130,Cash,Coimbatore,17,1,1,Monday,Monday,January,False,True
ORD000132,2024-01-01,17:41,Cappuccino,Coffee,1,55,55,Card,Coimbatore,17,1,1,Monday,Monday,January,False,True
ORD000133,2024-01-01,17:46,Cold Coffee,Cold Drinks,4,75,300,UPI,Chennai,17,1,1,Monday,Monday,January,False,True
ORD000134,2024-01-01,17:47,Sandwich,Food,4,60,240,Cash,Chennai,17,1,1,Monday,Monday,January,False,True
ORD000135,2024-01-01,17:52,Latte,Coffee,3,45,135,UPI,Tanjore,17,1,1,Monday,Monday,January,False,True
ORD000136,2024-01-01,17:52,Americano,Coffee,2,35,70,UPI,Tanjore,17,1,1,Monday,Monday,January,False,True
ORD000137,2024-01-01,17:55,Sandwich,Food,4,45,180,UPI,Madurai,17,1,1,Monday,Monday,January,False,True
ORD000138,2024-01-01,17:55,Americano,Coffee,4,40,160,Cash,Madurai,17,1,1,Monday,Monday,January,False,True
ORD000139,2024-01-01,18:11,Cappuccino,Coffee,2,55,110,Cash,Coimbatore,18,1,1,Monday,Monday,January,False,True
ORD000140,2024-01-01,18:23,Mocha,Coffee,4,75,300,UPI,Coimbatore,18,1,1,Monday,Monday,January,False,True
ORD000141,2024-01-01,18:27,Latte,Coffee,1,70,70,UPI,Chennai,18,1,1,Monday,Monday,January,False,True
ORD000142,2024-01-01,18:30,Cold Coffee,Cold Drinks,4,55,220,Cash,Madurai,18,1,1,Monday,Monday,January,False,True
ORD000143,2024-01-01,18:32,Cold Coffee,Cold Drinks,4,75,300,Cash,Chennai,18,1,1,Monday,Monday,January,False,True
ORD000144,2024-01-01,18:32,Mocha,Coffee,2,55,110,Card,Tanjore,18,1,1,Monday,Monday,January,False,True
ORD000145,2024-01-01,18:32,Sandwich,Food,4,60,240,UPI,Chennai,18,1,1,Monday,Monday,January,False,True
ORD000146,2024-01-01,18:35,Cold Coffee,Cold Drinks,2,50,100,UPI,Tanjore,18,1,1,Monday,Monday,January,False,True
ORD000147,2024-01-01,18:36,Cold Coffee,Cold Drinks,1,50,50,UPI,Tanjore,18,1,1,Monday,Monday,January,False,True
ORD000148,2024-01-01,18:41,Sandwich,Food,1,45,45,UPI,Madurai,18,1,1,Monday,Monday,January,False,True
ORD000149,2024-01-01,18:53,Latte,Coffee,2,70,140,Cash,Chennai,18,1,1,Monday,Monday,January,False,True
ORD000150,2024-01-01,18:54,Tea,Tea,1,16,16,Cash,Madurai,18,1,1,Monday,Monday,January,False,True
ORD000151,2024-01-01,19:08,Cappuccino,Coffee,1,60,60,UPI,Chennai,19,1,1,Monday,Monday,January,False,True
ORD000152,2024-01-01,19:15,Sandwich,Food,2,60,120,Cash,Chennai,19,1,1,Monday,Monday,January,False,True
ORD000153,2024-01-01,19:23,Cake,Food,1,42,42,Card,Madurai,19,1,1,Monday,Monday,January,False,True
ORD000154,2024-01-01,19:26,Mocha,Coffee,2,55,110,Cash,Tanjore,19,1,1,Monday,Monday,January,False,True
ORD000155,2024-01-01,19:45,Cake,Food,3,38,114,Card,Tanjore,19,1,1,Monday,Monday,January,False,True
ORD000156,2024-01-01,19:51,Cappuccino,Coffee,3,55,165,Card,Coimbatore,19,1,1,Monday,Monday,January,False,True
ORD000157,2024-01-01,19:58,Mocha,Coffee,3,60,180,UPI,Madurai,19,1,1,Monday,Monday,January,False,True
ORD000158,2024-01-01,20:16,Mocha,Coffee,3,60,180,Card,Madurai,20,1,1,Monday,Monday,January,False,True
ORD000159,2024-01-01,20:20,Cake,Food,4,50,200,UPI,Coimbatore,20,1,1,Monday,Monday,January,False,True
ORD000160,2024-01-01,20:28,Cake,Food,3,55,165,Card,Chennai,20,1,1,Monday,Monday,January,False,True
ORD000161,2024-01-01,20:38,Mocha,Coffee,3,75,225,Card,Coimbatore,20,1,1,Monday,Monday,January,False,True
ORD000162,2024-01-01,20:58,Cappuccino,Coffee,1,55,55,Card,Coimbatore,20,1,1,Monday,Monday,January,False,True
ORD000163,2024-01-01,21:06,Espresso,Coffee,4,25,100,Card,Madurai,21,1,1,Monday,Monday,January,False,True
ORD000164,2024-01-01,21:08,Sandwich,Food,2,60,120,UPI,Chennai,21,1,1,Monday,Monday,January,False,True
ORD000165,2024-01-01,21:09,Latte,Coffee,4,45,180,Card,Tanjore,21,1,1,Monday,Monday,January,False,True
ORD000166,2024-01-01,21:13,Americano,Coffee,4,45,180,UPI,Coimbatore,21,1,1,Monday,Monday,January,False,True
ORD000167,2024-01-01,21:13,Tea,Tea,3,15,45,Cash,Tanjore,21,1,1,Monday,Monday,January,False,True
ORD000168,2024-01-01,21:16,Cake,Food,3,38,114,Cash,Tanjore,21,1,1,Monday,Monday,January,False,True
ORD000169,2024-01-01,21:35,Tea,Tea,2,16,32,Cash,Madurai,21,1,1,Monday,Monday,January,False,True
ORD000170,2024-01-01,21:51,Americano,Coffee,3,45,135,Cash,Coimbatore,21,1,1,Monday,Monday,January,False,True
ORD000171,2024-01-01,21:55,Cappuccino,Coffee,4,45,180,Card,Madurai,21,1,1,Monday,Monday,January,False,True
ORD000172,2024-01-02,08:09,Cappuccino,Coffee,4,60,240,Card,Chennai,8,2,1,Tuesday,Tuesday,January,False,True
ORD000173,2024-01-02,10:01,Americano,Coffee,2,50,100,UPI,Chennai,10,2,1,Tuesday,Tuesday,January,False,True
ORD000174,2024-01-02,10:14,Mocha,Coffee,4,80,320,Card,Chennai,10,2,1,Tuesday,Tuesday,January,False,True
ORD000175,2024-01-02,10:17,Cake,Food,4,50,200,Cash,Coimbatore,10,2,1,Tuesday,Tuesday,January,False,True
ORD000176,2024-01-02,10:19,Espresso,Coffee,4,40,160,Cash,Chennai,10,2,1,Tuesday,Tuesday,January,False,True
ORD000177,2024-01-02,10:57,Cold Coffee,Cold Drinks,2,70,140,Cash,Coimbatore,10,2,1,Tuesday,Tuesday,January,False,True
ORD000178,2024-01-02,11:02,Cappuccino,Coffee,1,55,55,UPI,Coimbatore,11,2,1,Tuesday,Tuesday,January,False,True
ORD000179,2024-01-02,11:08,Cake,Food,4,55,220,Cash,Chennai,11,2,1,Tuesday,Tuesday,January,False,True
ORD000180,2024-01-02,11:16,Espresso,Coffee,3,35,105,Card,Coimbatore,11,2,1,Tuesday,Tuesday,January,False,True
ORD000181,2024-01-02,11:20,Sandwich,Food,1,55,55,UPI,Coimbatore,11,2,1,Tuesday,Tuesday,January,False,True
ORD000182,2024-01-02,11:31,Americano,Coffee,4,35,140,Card,Tanjore,11,2,1,Tuesday,Tuesday,January,False,True
ORD000183,2024-01-02,11:36,Cake,Food,4,50,200,Cash,Coimbatore,11,2,1,Tuesday,Tuesday,January,False,True
ORD000184,2024-01-02,11:46,Cake,Food,1,42,42,UPI,Madurai,11,2,1,Tuesday,Tuesday,January,False,True
ORD000185,2024-01-02,11:50,Cold Coffee,Cold Drinks,2,70,140,Cash,Coimbatore,11,2,1,Tuesday,Tuesday,January,False,True
ORD000186,2024-01-02,11:58,Espresso,Coffee,4,35,140,Cash,Coimbatore,11,2,1,Tuesday,Tuesday,January,False,True
ORD000187,2024-01-02,12:12,Espresso,Coffee,2,40,80,Card,Chennai,12,2,1,Tuesday,Tuesday,January,False,False
ORD000188,2024-01-02,12:22,Tea,Tea,2,18,36,Card,Coimbatore,12,2,1,Tuesday,Tuesday,January,False,False
ORD000189,2024-01-02,12:28,Mocha,Coffee,2,75,150,UPI,Coimbatore,12,2,1,Tuesday,Tuesday,January,False,False
ORD000190,2024-01-02,12:28,Cold Coffee,Cold Drinks,1,75,75,UPI,Chennai,12,2,1,Tuesday,Tuesday,January,False,False
ORD000191,2024-01-02,12:30,Mocha,Coffee,4,60,240,Card,Madurai,12,2,1,Tuesday,Tuesday,January,False,False
ORD000192,2024-01-02,12:32,Cappuccino,Coffee,1,45,45,UPI,Madurai,12,2,1,Tuesday,Tuesday,January,False,False
ORD000193,2024-01-02,12:54,Sandwich,Food,4,60,240,Card,Chennai,12,2,1,Tuesday,Tuesday,January,False,False
ORD000194,2024-01-02,13:02,Mocha,Coffee,1,75,75,Cash,Coimbatore,13,2,1,Tuesday,Tuesday,January,False,False
ORD000195,2024-01-02,13:05,Cold Coffee,Cold Drinks,3,55,165,Cash,Madurai,13,2,1,Tuesday,Tuesday,January,False,False
ORD000196,2024-01-02,13:06,Cappuccino,Coffee,1,55,55,Card,Coimbatore,13,2,1,Tuesday,Tuesday,January,False,False
ORD000197,2024-01-02,13:20,Mocha,Coffee,4,80,320,Card,Chennai,13,2,1,Tuesday,Tuesday,January,False,False
ORD000198,2024-01-02,13:33,Sandwich,Food,2,45,90,UPI,Madurai,13,2,1,Tuesday,Tuesday,January,False,False
ORD000199,2024-01-02,13:37,Cake,Food,2,42,84,Card,Madurai,13,2,1,Tuesday,Tuesday,January,False,False
ORD000200,2024-01-02,13:39,Cappuccino,Coffee,2,40,80,UPI,Tanjore,13,2,1,Tuesday,Tuesday,January,False,False
ORD000201,2024-01-02,13:39,Cake,Food,3,55,165,UPI,Chennai,13,2,1,Tuesday,Tuesday,January,False,False
ORD000202,2024-01-02,13:39,Cake,Food,1,38,38,Cash,Tanjore,13,2,1,Tuesday,Tuesday,January,False,False
ORD000203,2024-01-02,13:41,Cold Coffee,Cold Drinks,1,50,50,Cash,Tanjore,13,2,1,Tuesday,Tuesday,January,False,False
ORD000204,2024-01-02,13:42,Sandwich,Food,4,60,240,UPI,Chennai,13,2,1,Tuesday,Tuesday,January,False,False
ORD000205,2024-01-02,13:45,Mocha,Coffee,4,55,220,Card,Tanjore,13,2,1,Tuesday,Tuesday,January,False,False
ORD000206,2024-01-02,13:47,Cake,Food,4,55,220,Card,Chennai,13,2,1,Tuesday,Tuesday,January,False,False
ORD000207,2024-01-02,13:48,Cake,Food,1,38,38,Card,Tanjore,13,2,1,Tuesday,Tuesday,January,False,False
ORD000208,2024-01-02,13:51,Latte,Coffee,2,65,130,Card,Coimbatore,13,2,1,Tuesday,Tuesday,January,False,False
ORD000209,2024-01-02,14:01,Americano,Coffee,3,35,105,UPI,Tanjore,14,2,1,Tuesday,Tuesday,January,False,False
ORD000210,2024-01-02,14:12,Latte,Coffee,2,50,100,UPI,Madurai,14,2,1,Tuesday,Tuesday,January,False,False
ORD000211,2024-01-02,14:18,Tea,Tea,1,20,20,Cash,Chennai,14,2,1,Tuesday,Tuesday,January,False,False
ORD000212,2024-01-02,14:19,Cold Coffee,Cold Drinks,4,75,300,Card,Chennai,14,2,1,Tuesday,Tuesday,January,False,False
ORD000213,2024-01-02,14:19,Cold Coffee,Cold Drinks,4,55,220,Card,Madurai,14,2,1,Tuesday,Tuesday,January,False,False
ORD000214,2024-01-02,14:21,Espresso,Coffee,2,25,50,UPI,Madurai,14,2,1,Tuesday,Tuesday,January,False,False
ORD000215,2024-01-02,14:23,Americano,Coffee,1,45,45,Card,Coimbatore,14,2,1,Tuesday,Tuesday,January,False,False
ORD000216,2024-01-02,14:25,Mocha,Coffee,2,80,160,UPI,Chennai,14,2,1,Tuesday,Tuesday,January,False,False
ORD000217,2024-01-02,14:28,Espresso,Coffee,2,20,40,Cash,Tanjore,14,2,1,Tuesday,Tuesday,January,False,False
